stemming,target
"['kepri', 'mafia', 'solar', 'tangkap', 'bos', 'bayang', 'negara', 'rugi', 'mobil', 'jenis', 'inova', 'bensin', 'ngisinya', 'solar', 'tangki', 'invova', 'jenis', 'bensin', 'pakai', 'solar', 'serius', 'nanya']",0
"['perintah', 'kuasa', 'negara', 'layak', 'lengser', 'agar', 'mati', 'hidup', 'segan', 'mati']",0
"['mantap', 'jokowi', 'hasil', 'jerat', 'leher', 'rakyat', 'keji', 'sambo', 'kau']",0
"['kalau', 'perintah', 'pimpin', 'belanda', 'jepang', 'bangsa', 'indonesia', 'sudah', 'makmur', 'perintah', 'indonesia', 'tau', 'nya', 'sengsara', 'peras', 'bangsa', 'indonesia', 'bangsa', 'indonesia', 'lelah', 'bayar', 'upeti', 'makmur']",0
"['hutang', 'dana', 'bangun', 'ikn', 'dana', 'korupsi', 'dana', 'pensiun', 'gaji', 'buta', 'jabat']",0
"['bbm', 'tidak', 'saja', 'bahan', 'makan', 'sudah', 'mahal', 'tambah', 'bbm', 'mahal', 'lagi', 'harga', 'kasihan', 'rakyat', 'tidak', 'punya', 'kerja']",0
"['jejak', 'pmrintah', 'sakit', 'rakyat', 'lama', 'pak', 'jokowi']",0
"['gara', 'gara', 'hutang', 'gunung', 'rakyat', 'korban', 'idiot', 'negara']",0
"['ya', 'enak', 'alih', 'subsidi', 'blt', 'agar', 'gampang', 'saja', 'korupsi', 'terus', 'korupsi', 'tangkap', 'terus', 'sita', 'hasil', 'korupsi', 'ya', 'otomatis', 'uang', 'perintah', 'perintah', 'emang', 'pinter', 'banget']",0
"['roket', 'sesuai', 'janji']",0
"['terus', 'manfaat', 'tetek', 'nikmat', 'ya']",0
"['cinta', 'anda', 'orang', 'sama', 'kampung', 'mu', 'tinggal', 'kota', 'pusing', 'dengan', 'harga', 'bbm']",0
"['minyak', 'dunia', 'mahal', 'malaysia', 'ribu', 'harga', 'banget']",0
"['penyesuian', 'bikin', 'masyarakat', 'susah', 'harga', 'bbm']",0
"['perut', 'buncit', 'diam', 'saja']",0
"['jejak', 'pmrintah', 'sakit', 'rakyat', 'lama', 'pak', 'jokowi']",0
"['perintah', 'hasil', 'jajah', 'rakyat']",0
"['pikir', 'rakyat', 'pom', 'pikir', 'rakyat', 'tidak', 'makek', 'hp', 'android', 'pikir', 'rakyat', 'nyoper', 'bbm', 'batas', 'tidak', 'pikir', 'otak']",0
"['nang', 'bbm', 'sekarang', 'ya', 'orang', 'tidak', 'nang', 'bbm']",0
"['harap', 'perintah', 'baca']",0
"['alhamdulillaah', 'bbm', 'terima', 'kasih', 'jokowi', 'moga', 'pdip', 'demo', 'besar', 'moga', 'mega', 'nang', 'nang', 'subsidi', 'bbm', 'lpg', 'listrik', 'cabut', 'alas', 'pertamina', 'pln', 'rugi']",0
"['munafik', 'orang']",0
"['terus', 'manfaat', 'tetek', 'nikmat', 'ya']",0
"['perintah', 'kon', 'l', 'sekali', 'saja', 'smwa', 'nya', 'agar', 'anda', 'smwa', 'pda', 'neng', 'rakyat', 'jerit', 'kangen', 'zaman', 'sby']",0
"['hormat', 'tolong', 'naik', 'bbm']",0
"['bagus', 'warung', 'cakep', 'emang']",0
['tai'],0
"['orang', 'kaya', 'beli', 'mobil', 'ujung', 'beli', 'bbm', 'pertalit', 'spesifikasi', 'bbm', 'pakai', 'minimal', 'ron', 'sebab', 'subsidi', 'perintah', 'bbm', 'subsidi', 'untuk', 'rakyat', 'ekonomi', 'pas']",0
"['ampun', 'indonesia', 'tidak', 'turun', 'tantang', 'generasi', 'muda', 'berat', 'bbm', 'lain', 'rendah']",0
"['kecewa', 'jokowi', 'sang', 'rakyat', 'sejaterah', 'sengsara']",0
"['mantap', 'jokowi', 'hasil', 'jerat', 'leher', 'rakyat', 'keji', 'sambo', 'kau']",0
"['bagaimana', 'tani']",0
"['ngundakno', 'sak', 'enak']",0
"['laknat', 'perintah', 'hancur', 'banteng']",0
"['jokowi', 'biar', 'rakyat', 'mati']",0
"['roket', 'sesuai', 'janji']",0
"['bencana', 'covid', 'normal', 'keja', 'sudah', 'kena', 'harga', 'bbm', 'ampun', 'bos']",0
"['bbm', 'dingin', 'empuk', 'media', 'diem']",0
"['sungguh', 'miskin', 'miskin', 'perintah', 'bantu', 'negara', 'bantu', 'perintah', 'ekonomi', 'mampan', 'bantu', 'perintah', 'salam', 'jokowii', 'kali', 'pilih', 'beliau', 'jokowi']",0
['naik'],0
"['kasihan', 'wiraswasta', 'cari', 'kerja', 'sulit', 'bos', 'bos', 'nawarnya', 'murah', 'proyek', 'mbayarnya', 'tidak', 'selesai', 'nang', 'makan', 'hidup', 'banyak', 'butuh', 'bayar', 'bayar', 'tolong', 'balik', 'naik', 'harga', 'harga']",0
"['banyak', 'komentar', 'ribu', 'dh', 'miskin', 'orang', 'tinggal', 'kota', 'miskin', 'gaya', 'nya', 'perintah', 'pikir', 'hadap', 'rakyat', 'nya', 'dokong', 'ja', 'moga', 'menafaat', 'hadap', 'nya', 'amin', 'ribu', 'duang']",0
"['gaji', 'residen', 'tri', 'turun', 'malai', 'jam']",0
"['kalau', 'perintah', 'pimpin', 'belanda', 'jepang', 'bangsa', 'indonesia', 'sudah', 'makmur', 'perintah', 'indonesia', 'tau', 'nya', 'sengsara', 'peras', 'bangsa', 'indonesia', 'bangsa', 'indonesia', 'lelah', 'bayar', 'upeti', 'makmur']",0
"['mundur', 'saja']",0
"['nama', 'partai', 'nya', 'cilik', 'bbm', 'naik', 'semua', 'naik', 'tidak', 'butuh', 'blt']",0
"['rupiah', 'kuat', 'rupiah', 'kuat', 'rupiah', 'kuat']",0
"['telur', 'hancur', 'harga', 'ternak', 'bbm']",0
"['habis', 'pandemi', 'bbm', 'harga', 'barang', 'otomatis', 'semua', 'korupsi', 'raja', 'lela', 'korupsi', 'tembak', 'mati', 'ikhlas', 'bbm', 'liter', 'ribu']",0
"['mobil', 'jalan', 'uang', 'pensiun', 'makan']",0
"['gaji', 'residen', 'turung']",0
"['minyak', 'selalu', 'turun', 'nya', 'asa', 'minyak', 'tidak', 'turun', 'kalau', 'trurun', 'rupiah', 'saat', 'fokus', 'turun', 'minyak', 'jangan', 'pencitraaan', 'terus']",0
"['makan', 'roti', 'sama', 'daging', 'impor', 'bang']",0
"['rakyat', 'slalu', 'dukung', 'perintah', 'subsidi', 'bbm', 'gas', 'sasar', 'gas', 'kg', 'rubah', 'cat', 'masyarakat', 'blt', 'tidak', 'warna', 'hijau', 'kg', 'tapi', 'harga', 'sesuai', 'dengan', 'tidak', 'dapat', 'subsidi', 'jadi']",0
"['judi', 'narkoba', 'main', 'mafia', 'mafia', 'migas', 'nyata', 'mafia', 'migor', 'mafia', 'tambang', 'tamak', 'mafia', 'politik', 'kejam', 'adik', 'kk', 'asuh', 'sambo', 'geliat', 'periode', 'sambung', 'jual', 'rezim', 'mafia', 'laknat']",0
"['selamat', 'kepda', 'jabat', 'naik', 'bbm', 'selamat', 'rakyat', 'miskin', 'moga', 'jerit', 'menang']",0
"['subsidi', 'beban', 'negara', 'nya', 'sedikit', 'tapi', 'khusus', 'pertalite', 'kayak', 'nya', 'naik', 'nya']",0
"['kalau', 'tidak', 'dukung', 'fanatik', 'tidak', 'kapokx', 'agar', 'sadar', 'naik', 'sampe', 'ribu', 'liter', 'ngakak', 'saja', 'deh']",0
"['rakyat', 'merdeka', 'jajah', 'jabat', 'kuasa']",0
"['terimakasih', 'jokowi', 'miskin', 'agar', 'miskin', 'makasih', 'ya', 'jokowi']",0
"['turun', 'harga', 'bbm', 'jenis', 'pertalite', 'solar', 'pakjokowi', 'duga', 'apbn', 'naik', 'harga', 'bbm', 'jenis', 'pertalite', 'solar']",0
"['tidak', 'pilih', 'capres', 'bau', 'pdi']",0
"['hasan', 'asn', 'astaga', 'parcuma', 'tinggal', 'kota', 'uang', 'ribu', 'saja', 'miskin', 'ngaku', 'tinggal', 'kota', 'kalau', 'miskin']",0
"['ya', 'allah', 'ya', 'robbi', 'bbm', 'pupuk', 'susah', 'didapet', 'syarat', 'listrik', 'hasil', 'rakyat', 'susah', 'bagi', 'dagang', 'bbm', 'tenaga', 'kerja', 'keluar', 'belum', 'sangkut', 'bank', 'setor', 'belum', 'butuh', 'hari', 'suap', 'nasi', 'keluarga', 'tani', 'pupuk', 'mahal', 'susah', 'didapet', 'harga', 'padi', 'murah', 'beras', 'murah', 'keluar', 'nanam', 'tenaga', 'pupuk', 'telaktor', 'pajak', 'keringat', 'cucur', 'banding', 'hasil', 'ngelus', 'dada']",0
"['terimakasih', 'jokowi', 'miskin', 'agar', 'miskin', 'makasih', 'ya', 'jokowi']",0
"['perintah', 'sudah', 'tau', 'bbm', 'subsidi', 'pakai', 'orang', 'kaya', 'mobil', 'pribadi', 'kasih', 'bbm', 'subsidi', 'pertalite']",0
"['parah', 'beban', 'harga', 'bbm', 'tolong', 'fikir', 'ulang', 'mending', 'hapus', 'subsidi', 'akibat', 'orang', 'malas', 'bantu', 'untuk', 'mahasiswa', 'orang', 'tua', 'buat', 'daya', 'beli', 'masyarakat', 'kurang', 'tingkat', 'jahat', 'tolong', 'jokowi']",0
"['hunting', 'anda', 'tinggal', 'berita', 'komentar', 'anda', 'tau', 'minyak', 'dunia', 'sudah', 'turun', 'harga', 'barel', 'jual', 'beda', 'zaman', 'sby', 'harga', 'minyak', 'sentuh', 'barel', 'jual', 'harga', 'l', 'karena', 'perintah', 'hasil', 'duit', 'negara', 'beda', 'sama', 'zaman', 'junjunganlo', 'samping', 'tidak', 'becus', 'urus', 'negara', 'duit', 'hasil', 'tidak', 'nambah', 'hutang', 't']",0
"['si', 'puan', 'puan', 'gimana', 'nih', 'sudah', 'kuasa', 'jangan', 'munafik', 'kasi', 'rakyat']",0
"['gaji', 'presiden', 'juta', 'bulan']",0
"['harga', 'baygon', 'turunin', 'agar', 'orang', 'miskin', 'bondong', 'bondong', 'minum', 'baygon']",0
"['zaman', 'orde', 'gonta', 'ganti', 'presiden', 'negara', 'rakyat', 'sejahtera', 'rakyat', 'selalu', 'tuntut', 'bayar', 'upeti', 'pajak', 'tanah', 'motor', 'mobil', 'barang', 'pribadi', 'pajak', 'jabat', 'partai', 'presiden', 'dewan', 'kabinet', 'ingat', 'pilih', 'rakyat', 'bisa', 'susah', 'rakyat', 'lihat', 'rakyat', 'kerja', 'gaji', 'murah', 'yang', 'karena', 'batas', 'usia', 'ijazah', 'lain', 'mbok', 'ya', 'mikir', 'senang', 'lihat', 'mahasiswa', 'turun', 'jalan', 'perang', 'aparat', 'yang', 'luka', 'mati', 'percuma', 'percuma', 'mikir', 'manusia', 'iblis', 'jahanam', 'wajar', 'rakyat', 'hina', 'karena', 'sikap', 'yang', 'sadar', 'sadar', 'rakyat', 'yang', 'tinggal', 'beli', 'lihat', 'yang', 'makan', 'saja', 'susah', 'usaha', 'pabrik', 'yang', 'bayar', 'upah', 'enak', 'kentut', 'bodoh']",0
"['bond', 'tidak', 'oposisi', 'bak', 'malaikat', 'menang', 'perintah', 'ubah', 'bajing']",0
"['selamat', 'pilih', 'ha', 'ha', 'ha']",0
"['tai', 'cari', 'naik', 'bbm']",0
"['kirain', 'umun', 'mundur']",0
"['tuju', 'bbm', 'naik', 'dpr', 'bubarin']",0
"['minyak', 'selalu', 'turun', 'nya', 'asa', 'minyak', 'tidak', 'turun', 'kalau', 'trurun', 'rupiah', 'saat', 'fokus', 'turun', 'minyak', 'jangan', 'pencitraaan', 'terus']",0
"['rezim', 'mafia', 'laknat', 'bubar', 'pertamina']",0
"['bharata', 'bapernya', 'boss', 'keponya', 'jika', 'ya', 'jika', 'ya']",0
"['drastis', 'air', 'ledeng', 'bbm', 'tu', 'jangan', 'banyak', 'ujung', 'korupsi', 'oknum', 'jabat', 'gaji', 'buruh', 'tidak', 'rakyat', 'miskin', 'makan', 'suap', 'nasi']",0
"['saya', 'bilang', 'jabat', 'sudah', 'mati', 'kg', 'becus', 'kg', 'guna', 'periode', 'kg', 'ubah', 'rakyat', 'hidup', 'sulit', 'butuh', 'kg', 'tanggung', 'tanggung', 'kali', 'bbm', 'naik', 'hati', 'nurani', 'jabat']",0
"['runtuh', 'adil', 'sosial', 'rakyat', 'indonesia', 'solusi', 'cepat', 'atas', 'perintah']",0
"['parah', 'beban', 'harga', 'bbm', 'tolong', 'fikir', 'ulang', 'mending', 'hapus', 'subsidi', 'akibat', 'orang', 'malas', 'bantu', 'untuk', 'mahasiswa', 'orang', 'tua', 'buat', 'daya', 'beli', 'masyarakat', 'kurang', 'tingkat', 'jahat', 'tolong', 'jokowi']",0
"['jokowi', 'biar', 'rakyat', 'mati']",0
"['alhamdulillah', 'pilpres', 'pilih', 'jokowi']",0
"['agar', 'miskin', 'mati', 'tinggal', 'hidup', 'kaya', 'indonesia', 'milik', 'orang', 'kaya', 'sebab', 'miskin', 'mati', 'bagus']",0
"['bantu', 'sumbang', 'jokowi', 'agar', 'utang', 'lunas', 'sudah', 'bingung', 'ngelunasinya', 'kalau', 'rakyat', 'ngebantu', 'puas']",0
"['rezim', 'mafia', 'laknat', 'bubar', 'pertamina']",0
"['kayak', 'jajah', 'perintah', 'saat', 'miyak', 'dunia', 'turun', 'harga', 'tidak', 'turun', 'saat', 'perintah', 'enak', 'nya']",0
['tai'],0
"['cuman', 'segitu', 'naikx', 'jokowi', 'naik', 'agar', 'rakyat', 'senyum', 'malu']",0
"['banteng', 'banteng', 'congor', 'diem', 'zaman', 'sby', 'hina', 'sby']",0
"['pantas', 'masy', 'masyarakat', 'buruh', 'demo']",0
"['semangat', 'juang', 'rupiah', 'kalau', 'keringat', 'rupiah', 'semangat', 'bbm', 'juang', 'rupiah', 'pasu', 'keluar', 'ujung', 'ujung', 'keluarga', 'pusing', 'senang']",0
"['orang', 'gilo']",0
"['babak', 'merdeka', 'indonesia', 'pokoke', 'presiden']",0
"['pimpin', 'kuasa', 'hanya', 'pikir', 'pribadi', 'pikir', 'rakyat', 'mu', 'segera', 'renung', 'taubat', 'banyak', 'istighfar', 'jalan', 'allah', 'swt', 'mahkluk', 'hidup', 'rasa', 'mati', 'harta', 'tahta', 'duduk', 'tidak', 'bawa', 'liang', 'lahat', 'duduk', 'jabat', 'tahta', 'terima', 'tidak', 'gratis', 'pertanggungjawaban', 'allah', 'swt', 'sungguh', 'azab', 'nya', 'pedih']",0
"['harga', 'butuh', 'tapi', 'gaji', 'umk', 'tidak', 'rakyat', 'sengsara']",0
"['kasi', 'pelosok', 'desa', 'ya', 'kota', 'liter', 'harga', 'ribu', 'gunung', 'harga', 'ribu', 'ongkos', 'biaya', 'ojek', 'antar', 'kasi', 'terima', 'bantu']",0
"['tuju', 'bbm', 'naik', 'dpr', 'bubarin']",0
"['kalau', 'perintah', 'pimpin', 'belanda', 'jepang', 'bangsa', 'indonesia', 'sudah', 'makmur', 'perintah', 'indonesia', 'tau', 'nya', 'sengsara', 'peras', 'bangsa', 'indonesia', 'bangsa', 'indonesia', 'lelah', 'bayar', 'upeti', 'makmur']",0
"['rezim', 'mafia', 'laknat', 'bubar', 'pertamina']",0
"['berat', 'sembako', 'berat', 'kaya', 'tidak', 'mikir', 'anjur', 'puasa', 'senin', 'saja', 'ya']",0
"['cabut', 'anggar', 'gaji', 'dewan', 'pihak', 'rakyat']",0
"['sak', 'bu', 'angger', 'dimudunke', 'bbm', 'ne', 'nak', 'bbm', 'mudun', 'rakyat', 'takut', 'mandi', 'bbm', 'ojo', 'lali', 'gajine', 'aparat', 'pns', 'jabat', 'diundakno']",0
"['gaji', 'tri', 'residen', 'turun', 'jam']",0
"['kasih', 'bltpun', 'ya', 'tidak', 'pengaruh', 'sasar', 'nggak', 'salah', 'sasar', 'iya', 'bakar', 'duit', 'saja']",0
"['bbm', 'sembako', 'gimana', 'ini']",0
"['periode', 'tidak', 'prnah', 'milih', 'smaskali', 'stlah', 'hukum', 'indonesia', 'hanya', 'adil', 'orang', 'tindas', 'rakyat', 'periode']",0
"['subsidi', 'beban', 'negara', 'nya', 'sedikit', 'tapi', 'khusus', 'pertalite', 'kayak', 'nya', 'naik', 'nya']",0
"['bu', 'menkeu', 'indonesia', 'staf', 'federal', 'reserve', 'usa', 'usa', 'krisis', 'paksa', 'buka', 'cadang', 'minyak', 'dampak', 'turun', 'harga', 'bbm', 'aneh', 'saat', 'harga', 'bbm', 'dunia', 'turun', 'bu', 'dadak', 'warga', 'miskin', 'ken', 'kasih', 'blt', 'potong', 'uang', 'subsidi', 'bbm', 'bikin', 'inflasi', 'ya', 'tidak', 'bbm', 'dunia', 'harga', 'murah', 'kalau', 'dollarnya', 'bikin', 'mahal', 'nama', 'bijak', 'menkeu', 'pihak', 'untung', 'usa', 'beli', 'bbm', 'murah', 'harga', 'dollar', 'masuk', 'inflasi']",0
"['cuma', 'mau', 'bilang', 'innaaalillaaahiii', 'wainnnaaaa', 'ilaaihiiii', 'roooji', 'uuun']",0
"['mari', 'doa', 'pimpin', 'zalim', 'kena', 'azab', 'pedih', 'doa', 'orang', 'susah', 'zalim', 'kabul', 'amin']",0
"['tidak', 'jokowi', 'karena', 'rakyat', 'tau', 'bayar', 'hutang', 'bangun', 'insfrastruktur', 'besok', 'periode', 'hutang', 'bangun', 'indonesia', 'besok', 'naik', 'bbm']",0
"['ngundakno', 'sak', 'enak']",0
"['ya', 'allah', 'ya', 'robbi', 'bbm', 'pupuk', 'susah', 'didapet', 'syarat', 'listrik', 'hasil', 'rakyat', 'susah', 'bagi', 'dagang', 'bbm', 'tenaga', 'kerja', 'keluar', 'belum', 'sangkut', 'bank', 'setor', 'belum', 'butuh', 'hari', 'suap', 'nasi', 'keluarga', 'tani', 'pupuk', 'mahal', 'susah', 'didapet', 'harga', 'padi', 'murah', 'beras', 'murah', 'keluar', 'nanam', 'tenaga', 'pupuk', 'telaktor', 'pajak', 'keringat', 'cucur', 'banding', 'hasil', 'ngelus', 'dada']",0
"['kayak', 'jajah', 'perintah', 'saat', 'miyak', 'dunia', 'turun', 'harga', 'tidak', 'turun', 'saat', 'perintah', 'enak', 'nya']",0
"['bbm', 'demo', 'blt', 'dnl', 'turun', 'tidak', 'demo']",0
